Annotator-D,engiku0238,UQAM_TanLe.521,1,TGT,eng,iku,53,nunatsiaq-20191009,False,1604455573.304,1604455598.236
Annotator-D,engiku0238,NRC.715,28,TGT,eng,iku,73,nunatsiaq-20191112,False,1604616130.027,1604616161.577
Annotator-D,engiku0238,NRC.715,41,TGT,eng,iku,94,nunatsiaq-20191112,False,1604607023.602,1604607041.39
Annotator-D,engiku0238,NRC.715,36,TGT,eng,iku,82,nunatsiaq-20191112,False,1604606854.06,1604606933.446
Annotator-D,engiku0238,NRC.715,33,TGT,eng,iku,83,nunatsiaq-20191112,False,1604606710.084,1604606760.815
Annotator-D,engiku0238,NRC.715,13,TGT,eng,iku,60,nunatsiaq-20191112,False,1604600708.085,1604600749.424
Annotator-D,engiku0238,NRC.715,9,TGT,eng,iku,29,nunatsiaq-20191112,False,1604600540.792,1604600577.745
Annotator-B,engiku0237,Groningen.1392,19,TGT,eng,iku,94,nunatsiaq-20191128-2,False,1604591592.73,1604591617.974
Annotator-B,engiku0237,zlabs-nlp.49,2,TGT,eng,iku,0,nunatsiaq-20191010-2,False,1604591123.903,1604591129.774
Annotator-B,engiku0237,NICT_Kyoto.1219,32,TGT,eng,iku,82,nunatsiaq-20190926-2,False,1604591063.293,1604591097.095
Annotator-B,engiku0237,NICT_Kyoto.1219,26,TGT,eng,iku,91,nunatsiaq-20190926-2,False,1604590859.992,1604590908.644
Annotator-B,engiku0237,NICT_Kyoto.1219,5,TGT,eng,iku,98,nunatsiaq-20190926-2,False,1604590177.254,1604590287.915
Annotator-B,engiku0237,MultiLingual_Engine_Ubiqus.525,24,TGT,eng,iku,97,nunatsiaq-20191018,False,1604593530.336,1604593550.713
Annotator-B,engiku0237,zlabs-nlp.49,5,TGT,eng,iku,0,nunatsiaq-20191010-2,False,1604591135.751,1604591138.306
Annotator-B,engiku0237,OPPO.722,20,TGT,eng,iku,46,nunatsiaq-20191128-2,False,1604592335.416,1604592360.597
Annotator-B,engiku0237,OPPO.722,9,TGT,eng,iku,36,nunatsiaq-20191128-2,False,1604592009.421,1604592020.726
Annotator-B,engiku0236,NRC.715,33,TGT,eng,iku,91,nunatsiaq-20191009,False,1604347862.523,1604347872.335
Annotator-B,engiku0236,NRC.715,31,TGT,eng,iku,92,nunatsiaq-20191009,False,1604348157.834,1604348198.105
Annotator-B,engiku0236,NRC.715,25,TGT,eng,iku,94,nunatsiaq-20191009,False,1604347966.147,1604347997.033
Annotator-B,engiku0236,Human-A.0,33,TGT,eng,iku,97,nunatsiaq-20190924,False,1604346209.026,1604346220.268
Annotator-B,engiku0236,Human-A.0,25,TGT,eng,iku,94,nunatsiaq-20190924,False,1604346100.698,1604346113.156
Annotator-B,engiku0236,Human-A.0,17,TGT,eng,iku,97,nunatsiaq-20190924,False,1604346042.384,1604346057.885
Annotator-B,engiku0236,Human-A.0,15,TGT,eng,iku,89,nunatsiaq-20190924,False,1604346011.314,1604346030.214
Annotator-B,engiku0236,Human-A.0,13,TGT,eng,iku,86,nunatsiaq-20190924,False,1604345975.925,1604345995.878
Annotator-B,engiku0236,NRC.715,0,TGT,eng,iku,99,nunatsiaq-20191009,False,1604346569.654,1604346591.711
Annotator-B,engiku0236,Human-A.0,41,TGT,eng,iku,76,nunatsiaq-20190924,True,1604346482.347,1604346567.814
Annotator-B,engiku0236,Human-A.0,10,TGT,eng,iku,89,nunatsiaq-20190924,False,1604345459.075,1604345514.118
Annotator-B,engiku0236,NRC.715,22,TGT,eng,iku,89,nunatsiaq-20191031,False,1604518117.223,1604518130.279
Annotator-B,engiku0236,NRC.715,13,TGT,eng,iku,55,nunatsiaq-20191031,False,1604517892.377,1604517924.643
Annotator-B,engiku0236,NRC.715,12,TGT,eng,iku,60,nunatsiaq-20191031,False,1604517861.142,1604517892.355
Annotator-B,engiku0236,NRC.715,7,TGT,eng,iku,97,nunatsiaq-20191031,False,1604517231.119,1604517775.32
Annotator-B,engiku0236,Human-A.0,30,TGT,eng,iku,95,nunatsiaq-20191108,False,1604516338.245,1604516349.313
Annotator-B,engiku0236,Human-A.0,11,TGT,eng,iku,88,nunatsiaq-20191108,False,1604515736.123,1604515769.866
Annotator-B,engiku0236,Human-A.0,9,TGT,eng,iku,89,nunatsiaq-20191108,False,1604515658.71,1604515684.056
Annotator-B,engiku0236,Human-A.0,8,TGT,eng,iku,89,nunatsiaq-20191108,False,1604515638.802,1604515658.689
Annotator-B,engiku0235,OPPO.722,6,BAD,eng,iku,1,nunatsiaq-20191104,False,1604250395.528,1604250436.311
Annotator-B,engiku0235,SRPOL.383,44,TGT,eng,iku,80,nunatsiaq-20191114-2,False,1604249823.357,1604249832.742
Annotator-B,engiku0235,SRPOL.383,33,TGT,eng,iku,71,nunatsiaq-20191114-2,False,1604248120.643,1604248205.876
Annotator-B,engiku0235,SRPOL.383,19,TGT,eng,iku,70,nunatsiaq-20191114-2,False,1604247580.913,1604247612.013
Annotator-B,engiku0235,SRPOL.383,11,TGT,eng,iku,87,nunatsiaq-20191114-2,False,1604247277.954,1604247286.699
Annotator-B,engiku0235,OPPO.722,3,TGT,eng,iku,45,nunatsiaq-20191104,False,1604245723.761,1604245757.724
Annotator-B,engiku0235,OPPO.722,20,TGT,eng,iku,10,nunatsiaq-20190911,False,1604254800.213,1604254816.946
Annotator-B,engiku0235,OPPO.722,51,TGT,eng,iku,75,nunatsiaq-20190911,False,1604257099.421,1604257220.248
Annotator-B,engiku0235,OPPO.722,49,TGT,eng,iku,73,nunatsiaq-20190911,False,1604256819.983,1604257064.326
Annotator-B,engiku0235,OPPO.722,15,TGT,eng,iku,75,nunatsiaq-20190911,False,1604254241.624,1604254300.707
Annotator-B,engiku0235,Human-A.0,25,TGT,eng,iku,87,nunatsiaq-20191125,True,1604252681.395,1604252685.956
Annotator-B,engiku0235,Human-A.0,16,TGT,eng,iku,91,nunatsiaq-20191125,False,1604252322.173,1604252373.235
Annotator-B,engiku0235,Human-A.0,3,TGT,eng,iku,97,nunatsiaq-20191125,False,1604251499.755,1604251534.196
Annotator-B,engiku0234,SRPOL.383,12,TGT,eng,iku,97,nunatsiaq-20191018,False,1604185433.904,1604185458.674
Annotator-B,engiku0234,SRPOL.383,3,BAD,eng,iku,0,nunatsiaq-20191018,False,1604185014.053,1604185023.701
Annotator-B,engiku0234,Facebook_AI.1465,37,TGT,eng,iku,91,nunatsiaq-20190911,False,1604183504.151,1604183515.777
Annotator-B,engiku0234,Facebook_AI.1465,34,TGT,eng,iku,94,nunatsiaq-20190911,False,1604183415.141,1604183432.819
Annotator-D,engiku0238,UQAM_TanLe.521,2,BAD,eng,iku,3,nunatsiaq-20191009,False,1604586051.996,1604586114.039
Annotator-B,engiku0234,SRPOL.383,13,TGT,eng,iku,64,nunatsiaq-20191018,False,1604180228.748,1604180251.18
Annotator-B,engiku0234,SRPOL.383,2,TGT,eng,iku,70,nunatsiaq-20191018,False,1604179780.124,1604179842.584
Annotator-B,engiku0234,Groningen.1392,25,TGT,eng,iku,97,nunatsiaq-20191107,False,1604188792.252,1604188817.416
Annotator-B,engiku0234,Groningen.1392,23,TGT,eng,iku,97,nunatsiaq-20191107,False,1604188698.647,1604188757.455
Annotator-B,engiku0234,Groningen.1392,18,TGT,eng,iku,97,nunatsiaq-20191107,False,1604188066.792,1604188445.933
Annotator-B,engiku0234,Groningen.1392,2,TGT,eng,iku,98,nunatsiaq-20191107,False,1604186792.656,1604186808.662
Annotator-B,engiku0234,UQAM_TanLe.521,7,TGT,eng,iku,97,nunatsiaq-20191010-2,False,1604186550.835,1604186608.821
Annotator-B,engiku0233,Facebook_AI.1465,11,TGT,eng,iku,87,nunatsiaq-20190920,False,1604168088.85,1604168104.584
Annotator-B,engiku0233,Helsinki.992,31,TGT,eng,iku,90,nunatsiaq-20191011,False,1604167461.678,1604167474.272
Annotator-B,engiku0233,Helsinki.992,18,TGT,eng,iku,86,nunatsiaq-20191011,False,1604166963.474,1604167012.5
Annotator-B,engiku0233,Helsinki.992,3,TGT,eng,iku,87,nunatsiaq-20191011,False,1604166403.69,1604166435.91
Annotator-B,engiku0233,Facebook_AI.1465,25,TGT,eng,iku,96,nunatsiaq-20190920,False,1604165217.221,1604165257.153
Annotator-B,engiku0233,Facebook_AI.1465,12,TGT,eng,iku,66,nunatsiaq-20190920,False,1604164412.047,1604164493.261
Annotator-B,engiku0233,Facebook_AI.1465,8,TGT,eng,iku,93,nunatsiaq-20190920,False,1604164234.009,1604164237.18
Annotator-B,engiku0233,Facebook_AI.1465,3,TGT,eng,iku,99,nunatsiaq-20190920,False,1604163518.29,1604163528.808
Annotator-B,engiku0233,SRPOL.383,8,BAD,eng,iku,81,nunatsiaq-20191128,False,1604178914.864,1604178961.226
Annotator-B,engiku0233,zlabs-nlp.49,40,TGT,eng,iku,0,nunatsiaq-20191022,False,1604178483.28,1604178484.75
Annotator-B,engiku0233,zlabs-nlp.49,19,TGT,eng,iku,0,nunatsiaq-20191022,False,1604178437.661,1604178439.447
Annotator-B,engiku0233,SRPOL.383,26,TGT,eng,iku,73,nunatsiaq-20191128,False,1604177621.596,1604177656.413
Annotator-B,engiku0233,zlabs-nlp.49,3,TGT,eng,iku,0,nunatsiaq-20191022,False,1604178379.473,1604178383.449
Annotator-B,engiku0233,SRPOL.383,18,TGT,eng,iku,87,nunatsiaq-20191128,False,1604177273.446,1604177292.732
Annotator-B,engiku0232,Human-A.0,18,BAD,eng,iku,86,nunatsiaq-20191114-2,False,1604113442.314,1604113472.056
Annotator-B,engiku0232,Human-A.0,6,TGT,eng,iku,88,nunatsiaq-20191114-2,False,1604112692.01,1604112718.766
Annotator-B,engiku0232,OPPO.722,17,TGT,eng,iku,57,nunatsiaq-20191114,False,1604112078.177,1604112111.796
Annotator-B,engiku0232,OPPO.722,13,TGT,eng,iku,48,nunatsiaq-20191114,False,1604111914.248,1604111971.107
Annotator-B,engiku0232,OPPO.722,5,TGT,eng,iku,44,nunatsiaq-20191114,False,1604111504.076,1604111525.134
Annotator-B,engiku0232,Human-A.0,43,TGT,eng,iku,89,nunatsiaq-20191114-2,False,1604091088.803,1604091109.664
Annotator-B,engiku0232,Human-A.0,17,TGT,eng,iku,80,nunatsiaq-20191114-2,False,1604090003.856,1604090019.315
Annotator-B,engiku0232,Human-A.0,16,TGT,eng,iku,94,nunatsiaq-20191114-2,False,1604089987.073,1604090003.844
Annotator-B,engiku0232,Human-A.0,7,TGT,eng,iku,84,nunatsiaq-20191114-2,False,1604089364.815,1604089383.115
Annotator-B,engiku0232,MultiLingual_Engine_Ubiqus.525,15,BAD,eng,iku,46,nunatsiaq-20190926,False,1604117032.539,1604117050.635
Annotator-B,engiku0232,NICT_Kyoto.1219,43,TGT,eng,iku,88,nunatsiaq-20191025,False,1604115785.671,1604115822.84
Annotator-B,engiku0232,NICT_Kyoto.1219,12,TGT,eng,iku,86,nunatsiaq-20191025,False,1604114776.594,1604114817.985
Annotator-B,engiku0232,NICT_Kyoto.1219,8,TGT,eng,iku,49,nunatsiaq-20191025,False,1604114597.9,1604114647.578
Annotator-B,engiku0232,MultiLingual_Engine_Ubiqus.525,23,TGT,eng,iku,99,nunatsiaq-20190926,False,1604114275.555,1604114280.951
Annotator-B,engiku0231,UQAM_TanLe.521,9,TGT,eng,iku,68,nunatsiaq-20191025-3,False,1604859484.757,1604859514.845
Annotator-B,engiku0231,UQAM_TanLe.521,7,BAD,eng,iku,33,nunatsiaq-20191025-3,False,1604859429.542,1604859473.335
Annotator-B,engiku0231,UQAM_TanLe.521,6,BAD,eng,iku,0,nunatsiaq-20191025-3,False,1604859425.557,1604859429.534
Annotator-B,engiku0231,Helsinki.992,25,TGT,eng,iku,61,nunatsiaq-20191025,False,1604857881.83,1604857912.845
Annotator-B,engiku0231,Helsinki.992,10,TGT,eng,iku,75,nunatsiaq-20191025,False,1604856963.738,1604857171.835
Annotator-B,engiku0231,UQAM_TanLe.521,15,TGT,eng,iku,70,nunatsiaq-20191025-3,False,1604855629.909,1604855640.946
Annotator-B,engiku0231,NICT_Kyoto.1219,14,BAD,eng,iku,50,nunatsiaq-20191017,False,1604862941.901,1604862977.155
Annotator-B,engiku0231,NICT_Kyoto.1219,12,BAD,eng,iku,34,nunatsiaq-20191017,False,1604862897.245,1604862916.594
Annotator-B,engiku0231,Helsinki.992,52,TGT,eng,iku,56,nunatsiaq-20191025,True,1604859269.085,1604859279.941
Annotator-B,engiku0231,Helsinki.992,47,TGT,eng,iku,85,nunatsiaq-20191025,False,1604859140.905,1604859185.53
Annotator-B,engiku0231,CUNI-Transfer.1009,13,TGT,eng,iku,96,nunatsiaq-20191011,False,1604862172.995,1604862185.721
Annotator-B,engiku0231,CUNI-Transfer.1009,4,TGT,eng,iku,95,nunatsiaq-20191011,False,1604862031.466,1604862043.665
Annotator-B,engiku0231,UQAM_TanLe.521,8,TGT,eng,iku,88,nunatsiaq-20191025-2,False,1604861199.242,1604861244.472
Annotator-B,engiku0231,UQAM_TanLe.521,0,TGT,eng,iku,73,nunatsiaq-20191025-2,False,1604861001.852,1604861026.274
Annotator-B,engiku0230,UEDIN.1281,32,TGT,eng,iku,14,nunatsiaq-20191106,True,1604723032.365,1604723040.08
Annotator-B,engiku0230,UEDIN.1281,25,BAD,eng,iku,0,nunatsiaq-20191106,False,1604722935.325,1604722959.394
Annotator-B,engiku0230,UEDIN.1281,17,BAD,eng,iku,29,nunatsiaq-20191106,False,1604722764.394,1604722791.771
Annotator-B,engiku0230,UEDIN.1281,13,TGT,eng,iku,45,nunatsiaq-20191106,False,1604722693.302,1604722714.235
Annotator-B,engiku0230,UEDIN.1281,4,TGT,eng,iku,1,nunatsiaq-20191106,False,1604720554.825,1604720581.967
Annotator-B,engiku0230,Human-A.0,11,TGT,eng,iku,88,nunatsiaq-20191127,False,1604725563.258,1604725653.663
Annotator-B,engiku0230,Groningen.1392,22,TGT,eng,iku,94,nunatsiaq-20191114,False,1604724992.568,1604725025.689
Annotator-B,engiku0230,Groningen.1392,12,TGT,eng,iku,82,nunatsiaq-20191114,False,1604724677.92,1604724680.901
Annotator-B,engiku0230,Human-A.0,38,TGT,eng,iku,93,nunatsiaq-20191127,False,1604724024.544,1604724048.303
Annotator-B,engiku0230,Human-A.0,26,TGT,eng,iku,98,nunatsiaq-20191127,False,1604723834.181,1604723844.35
Annotator-B,engiku0230,Human-A.0,18,TGT,eng,iku,95,nunatsiaq-20191127,False,1604723611.001,1604723623.763
Annotator-B,engiku022f,UQAM_TanLe.521,4,BAD,eng,iku,68,nunatsiaq-20190926,False,1604716270.692,1604716307.894
Annotator-B,engiku022f,MultiLingual_Engine_Ubiqus.525,33,TGT,eng,iku,95,nunatsiaq-20191025,False,1604715705.792,1604715717.658
Annotator-B,engiku022f,MultiLingual_Engine_Ubiqus.525,30,TGT,eng,iku,87,nunatsiaq-20191025,False,1604715602.623,1604715654.727
Annotator-B,engiku022f,MultiLingual_Engine_Ubiqus.525,10,TGT,eng,iku,78,nunatsiaq-20191025,False,1604714855.161,1604714877.202
Annotator-B,engiku022f,Facebook_AI.1465,7,BAD,eng,iku,74,nunatsiaq-20191106,False,1604719386.017,1604719420.575
Annotator-B,engiku022f,Helsinki.992,8,TGT,eng,iku,86,nunatsiaq-20191129,False,1604718739.79,1604718784.559
Annotator-B,engiku022f,Helsinki.992,6,TGT,eng,iku,83,nunatsiaq-20191129,False,1604718701.894,1604718734.114
Annotator-B,engiku022f,Facebook_AI.1465,19,TGT,eng,iku,81,nunatsiaq-20191106,False,1604717258.197,1604717280.829
Annotator-B,engiku022f,Facebook_AI.1465,11,TGT,eng,iku,86,nunatsiaq-20191106,False,1604717025.167,1604717052.502
Annotator-B,engiku022f,Facebook_AI.1465,6,TGT,eng,iku,99,nunatsiaq-20191106,False,1604716823.65,1604716830.076
Annotator-B,engiku022e,Human-A.0,4,BAD,eng,iku,74,nunatsiaq-20190926,False,1604698675.383,1604698710.254
Annotator-B,engiku022e,Groningen.1392,16,TGT,eng,iku,77,nunatsiaq-20191025-3,False,1604698113.16,1604698146.613
Annotator-B,engiku022f,Facebook_AI.1465,32,TGT,eng,iku,72,nunatsiaq-20191106,True,1604717628.778,1604717635.889
Annotator-B,engiku022e,Human-A.0,19,TGT,eng,iku,99,nunatsiaq-20190926,False,1604674525.867,1604674529.611
Annotator-B,engiku022e,Human-A.0,8,TGT,eng,iku,93,nunatsiaq-20190926,False,1604674273.904,1604674290.162
Annotator-B,engiku022e,MultiLingual_Engine_Ubiqus.525,16,BAD,eng,iku,50,nunatsiaq-20191121,False,1604709891.308,1604709913.933
Annotator-B,engiku022e,MultiLingual_Engine_Ubiqus.525,3,BAD,eng,iku,44,nunatsiaq-20191121,False,1604709374.042,1604709404.668
Annotator-B,engiku022d,NICT_Kyoto.1219,7,TGT,eng,iku,89,nunatsiaq-20191107,False,1604610849.446,1604610873.34
Annotator-B,engiku022d,NICT_Kyoto.1219,31,TGT,eng,iku,94,nunatsiaq-20191107,False,1604609987.651,1604610012.686
Annotator-B,engiku022d,NICT_Kyoto.1219,10,TGT,eng,iku,97,nunatsiaq-20191107,False,1604607610.715,1604607672.678
Annotator-B,engiku022d,NICT_Kyoto.1219,8,TGT,eng,iku,0,nunatsiaq-20191107,False,1604607545.428,1604607561.098
Annotator-B,engiku022d,MultiLingual_Engine_Ubiqus.525,15,TGT,eng,iku,90,nunatsiaq-20191129,False,1604672788.077,1604672838.897
Annotator-B,engiku022d,Helsinki.992,22,TGT,eng,iku,89,nunatsiaq-20191114,False,1604671941.49,1604671961.669
Annotator-B,engiku022d,Helsinki.992,21,TGT,eng,iku,87,nunatsiaq-20191114,False,1604671904.232,1604671941.477
Annotator-B,engiku022d,Helsinki.992,19,TGT,eng,iku,83,nunatsiaq-20191114,False,1604671840.665,1604671870.34
Annotator-B,engiku022d,CUNI-Transfer.1009,14,TGT,eng,iku,96,nunatsiaq-20191121,False,1604613006.028,1604613026.584
Annotator-B,engiku022d,CUNI-Transfer.1009,0,TGT,eng,iku,99,nunatsiaq-20191121,False,1604612520.332,1604612534.206
Annotator-B,engiku022d,Helsinki.992,3,TGT,eng,iku,94,nunatsiaq-20191114,False,1604671379.798,1604671401.672
Annotator-B,engiku022d,MultiLingual_Engine_Ubiqus.525,12,TGT,eng,iku,94,nunatsiaq-20191129,False,1604612153.392,1604612166.562
Annotator-E,engiku022c,zlabs-nlp.49,30,BAD,eng,iku,0,nunatsiaq-20190926-2,False,1604781922.134,1604781937.049
Annotator-E,engiku022c,SRPOL.383,27,TGT,eng,iku,99,nunatsiaq-20190926-2,False,1604781322.845,1604781348.009
Annotator-E,engiku022c,SRPOL.383,11,TGT,eng,iku,99,nunatsiaq-20190926-2,False,1604780607.382,1604780652.447
Annotator-E,engiku022c,zlabs-nlp.49,23,TGT,eng,iku,0,nunatsiaq-20190926-2,False,1604780199.286,1604780204.042
Annotator-E,engiku022c,zlabs-nlp.49,17,TGT,eng,iku,0,nunatsiaq-20190926-2,False,1604780179.854,1604780182.455
Annotator-E,engiku022c,zlabs-nlp.49,24,TGT,eng,iku,0,nunatsiaq-20190930,False,1604782274.797,1604782281.234
Annotator-E,engiku022b,UQAM_TanLe.521,25,TGT,eng,iku,94,nunatsiaq-20191108,False,1604770121.328,1604770156.856
Annotator-E,engiku022b,UQAM_TanLe.521,12,TGT,eng,iku,98,nunatsiaq-20191108,False,1604769447.319,1604769466.887
Annotator-E,engiku022b,zlabs-nlp.49,7,BAD,eng,iku,0,nunatsiaq-20191030,False,1604778745.647,1604778763.25
Annotator-E,engiku022b,Helsinki.992,36,TGT,eng,iku,96,nunatsiaq-20191030,False,1604778498.692,1604778518.236
Annotator-E,engiku022b,Helsinki.992,22,TGT,eng,iku,87,nunatsiaq-20191030,False,1604777978.047,1604778014.818
Annotator-E,engiku022b,zlabs-nlp.49,19,TGT,eng,iku,0,nunatsiaq-20191030,False,1604772228.246,1604772230.53
Annotator-E,engiku022a,UQAM_TanLe.521,32,TGT,eng,iku,54,nunatsiaq-20191106,True,1604714760.286,1604714795.088
Annotator-E,engiku022a,UQAM_TanLe.521,0,BAD,eng,iku,50,nunatsiaq-20191106,False,1604713868.08,1604713904.207
Annotator-E,engiku022a,UQAM_TanLe.521,28,TGT,eng,iku,99,nunatsiaq-20191106,False,1604711499.629,1604711520.741
Annotator-E,engiku022a,UQAM_TanLe.521,21,TGT,eng,iku,76,nunatsiaq-20191106,False,1604710311.497,1604710370.759
Annotator-E,engiku022a,UQAM_TanLe.521,11,TGT,eng,iku,93,nunatsiaq-20191106,False,1604709793.024,1604709839.356
Annotator-E,engiku022a,UQAM_TanLe.521,8,TGT,eng,iku,97,nunatsiaq-20191106,False,1604709600.643,1604709702.808
Annotator-E,engiku022a,NICT_Kyoto.1219,19,TGT,eng,iku,50,nunatsiaq-20191125,False,1604708801.599,1604708858.301
Annotator-E,engiku022a,NICT_Kyoto.1219,2,TGT,eng,iku,76,nunatsiaq-20191125,False,1604678940.51,1604679033.86
